,round_epochs,val_loss,val_accuracy,loss,accuracy,activation_1,activation_2,activation_3,activation_4,activation_5,batch_size,dropout,emb_output_dims,epochs,kernel_initializer,last_activation,loss,lr,neurons_layer_2,neurons_layer_3,neurons_layer_4,optimizer,weight_regulizer
1611,8,1.9696971987145973,0.14457830786705017,2.0191418728035293,0.17835670709609985,tanh,tanh,tanh,elu,relu,256,0.25,,20,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,256,256,<class 'keras.optimizers.Nadam'>,
1888,30,1.9473017454147339,0.1465863436460495,1.9481000491755758,0.13092851638793945,relu,relu,elu,tanh,tanh,512,0.05,,30,normal,softmax,categorical_crossentropy,0.0001,32,64,64,<class 'keras.optimizers.Nadam'>,
393,30,1.9465635521823623,0.1465863436460495,1.9445404120899472,0.14762859046459198,tanh,tanh,tanh,relu,relu,256,0.25,,30,uniform,softmax,categorical_crossentropy,0.0001,128,256,256,<class 'keras.optimizers.Adam'>,
97,30,1.9439976813802757,0.1465863436460495,1.9534576921838875,0.12358049303293228,relu,tanh,relu,tanh,relu,256,0.4,,30,normal,softmax,categorical_crossentropy,0.0001,64,64,64,<class 'keras.optimizers.RMSprop'>,
1200,20,1.939806666718908,0.1465863436460495,1.9480770888452779,0.1429525762796402,elu,elu,relu,elu,relu,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,0.0001,64,64,64,<class 'keras.optimizers.Adam'>,
457,4,1.9567197561264038,0.1465863436460495,1.9428689662981766,0.2144288569688797,elu,relu,tanh,elu,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,64,128,64,<class 'keras.optimizers.Adam'>,
469,5,1.9470151662826538,0.1465863436460495,1.9484859648432507,0.14829659461975098,elu,relu,relu,elu,relu,512,0.45,,20,uniform,softmax,categorical_crossentropy,0.0001,32,32,64,<class 'keras.optimizers.SGD'>,
633,9,2.1039022269497916,0.1465863436460495,2.268846012388139,0.1670006662607193,tanh,elu,tanh,elu,elu,256,0.2,,30,normal,softmax,categorical_crossentropy,4.00006,64,256,128,<class 'keras.optimizers.Adam'>,
1872,20,1.944595315370215,0.14859437942504883,1.9459705204667452,0.13827654719352722,tanh,tanh,relu,elu,elu,256,0.30000000000000004,,20,normal,softmax,categorical_crossentropy,0.0001,32,32,256,<class 'keras.optimizers.SGD'>,
992,6,2.064006805419922,0.14859437942504883,2.0861766207751704,0.1890447586774826,elu,tanh,elu,tanh,relu,512,0.45,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,256,64,<class 'keras.optimizers.Adam'>,
1840,30,1.9439484876801212,0.14859437942504883,1.9441937605539958,0.16967268288135529,relu,relu,elu,relu,elu,256,0.1,,30,uniform,softmax,categorical_crossentropy,0.0001,128,32,64,<class 'keras.optimizers.SGD'>,
1255,20,1.9487101926382286,0.14859437942504883,1.9508571849318448,0.1189044788479805,tanh,elu,elu,relu,relu,256,0.2,,20,uniform,softmax,categorical_crossentropy,0.0001,128,32,64,<class 'keras.optimizers.Nadam'>,
1177,30,1.9440184357654617,0.14859437942504883,1.943465515383897,0.1416165679693222,elu,tanh,relu,tanh,elu,256,0.05,,30,uniform,softmax,categorical_crossentropy,0.0001,64,128,128,<class 'keras.optimizers.Nadam'>,
578,30,1.941462516784668,0.14859437942504883,1.9461567600169976,0.15497662127017975,tanh,tanh,tanh,relu,elu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,0.0001,64,256,64,<class 'keras.optimizers.SGD'>,
767,13,1.9993810759012,0.14859437942504883,2.453442868186222,0.1676686704158783,tanh,elu,elu,tanh,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,32,256,256,<class 'keras.optimizers.Adam'>,
1674,30,1.9454082006431488,0.14859437942504883,1.9481394888961323,0.13560454547405243,relu,tanh,elu,elu,elu,256,0.0,,30,normal,softmax,categorical_crossentropy,0.0001,64,128,64,<class 'keras.optimizers.Adam'>,
272,20,1.9437955220540364,0.14859437942504883,1.9471676331324503,0.16032063961029053,relu,relu,elu,tanh,tanh,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,0.0001,128,32,128,<class 'keras.optimizers.Nadam'>,
569,20,1.9503850936889648,0.15060241520404816,1.9433654263247309,0.15030060708522797,elu,tanh,relu,tanh,elu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,0.0001,128,128,128,<class 'keras.optimizers.RMSprop'>,
1852,6,1.989831566810608,0.15060241520404816,1.9393992754484546,0.20641282200813293,tanh,elu,elu,tanh,elu,512,0.1,,20,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,32,64,<class 'keras.optimizers.Nadam'>,
1230,3,2.080350637435913,0.15060241520404816,2.089436427226605,0.20774883031845093,elu,tanh,tanh,tanh,elu,512,0.05,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,128,128,256,<class 'keras.optimizers.Adam'>,
155,20,1.94506147922761,0.15060241520404816,1.9463738264365442,0.14829659461975098,tanh,tanh,tanh,tanh,relu,256,0.2,,20,normal,softmax,categorical_crossentropy,0.0001,32,256,64,<class 'keras.optimizers.RMSprop'>,
345,20,1.9479466360735607,0.15060241520404816,1.9641287386536836,0.1422845721244812,elu,tanh,tanh,tanh,tanh,256,0.30000000000000004,,20,normal,softmax,categorical_crossentropy,0.0001,64,32,32,<class 'keras.optimizers.Nadam'>,
1839,8,1.9523012705117344,0.15060241520404816,1.9246519241001738,0.2117568403482437,tanh,tanh,relu,relu,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,128,32,<class 'keras.optimizers.RMSprop'>,
626,20,1.946814775466919,0.15060241520404816,1.947967817724428,0.15698063373565674,tanh,elu,elu,relu,tanh,512,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,0.0001,64,128,128,<class 'keras.optimizers.Nadam'>,
1293,3,1.9391233921051025,0.15060241520404816,1.9463088772021377,0.12825651466846466,elu,elu,relu,elu,relu,512,0.1,,30,normal,softmax,categorical_crossentropy,0.0001,64,128,64,<class 'keras.optimizers.SGD'>,
490,20,1.9455457447044342,0.15060241520404816,1.9519655281651713,0.13827654719352722,tanh,elu,relu,elu,elu,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,0.0001,64,256,64,<class 'keras.optimizers.SGD'>,
1158,30,1.9459881782531738,0.15060241520404816,1.9484582066774847,0.13760854303836823,tanh,tanh,elu,relu,tanh,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,0.0001,64,32,256,<class 'keras.optimizers.RMSprop'>,
1324,10,2.120781995206473,0.15060241520404816,1.9872216478378357,0.18236473202705383,tanh,elu,elu,elu,relu,256,0.0,,20,normal,softmax,categorical_crossentropy,5.000050000000001,64,128,64,<class 'keras.optimizers.Adam'>,
222,5,3.339860439300537,0.1526104360818863,3.8210688892331377,0.15831662714481354,relu,elu,relu,elu,tanh,512,0.4,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,256,32,<class 'keras.optimizers.RMSprop'>,
223,3,6.031224250793457,0.1526104360818863,7.020589918316246,0.14896459877490997,tanh,elu,relu,elu,elu,512,0.1,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,64,64,32,<class 'keras.optimizers.Adam'>,
864,4,1.9463176727294922,0.1526104360818863,1.9324242598069217,0.2130928486585617,elu,tanh,relu,relu,relu,512,0.25,,20,normal,softmax,categorical_crossentropy,5.000050000000001,32,32,128,<class 'keras.optimizers.Adam'>,
1539,30,1.943696141242981,0.1526104360818863,1.946426135504652,0.1422845721244812,tanh,tanh,tanh,elu,tanh,512,0.25,,30,uniform,softmax,categorical_crossentropy,0.0001,128,256,256,<class 'keras.optimizers.Nadam'>,
1957,4,3.63495135307312,0.1526104360818863,3.4165240214837738,0.18436874449253082,tanh,elu,tanh,elu,elu,512,0.0,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,32,128,128,<class 'keras.optimizers.Adam'>,
275,15,153.43289656428448,0.1526104360818863,485.4515937290434,0.14696058630943298,tanh,tanh,elu,elu,relu,256,0.4,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,128,64,128,<class 'keras.optimizers.RMSprop'>,
581,9,2.0454139709472656,0.1526104360818863,1.9641012380978387,0.18236473202705383,elu,relu,elu,tanh,elu,512,0.45,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,32,256,256,<class 'keras.optimizers.RMSprop'>,
118,7,1.9454565048217773,0.1526104360818863,1.9456132077024073,0.15965263545513153,relu,elu,tanh,elu,relu,512,0.2,,30,normal,softmax,categorical_crossentropy,0.0001,32,256,128,<class 'keras.optimizers.SGD'>,
1857,30,1.946105270979395,0.1526104360818863,1.9449702045801247,0.13894455134868622,tanh,relu,tanh,tanh,tanh,256,0.25,,30,uniform,softmax,categorical_crossentropy,0.0001,32,128,32,<class 'keras.optimizers.Nadam'>,
1795,20,1.9424587488174438,0.1526104360818863,1.9398277050348307,0.17100869119167328,elu,elu,tanh,elu,relu,512,0.45,,20,uniform,softmax,categorical_crossentropy,0.0001,128,32,32,<class 'keras.optimizers.Nadam'>,
497,30,1.9433523416519165,0.1526104360818863,1.949043959956529,0.1409485638141632,tanh,elu,relu,tanh,elu,512,0.1,,30,normal,softmax,categorical_crossentropy,0.0001,128,64,64,<class 'keras.optimizers.RMSprop'>,
1671,30,1.9465299021288094,0.1526104360818863,1.9461143406216272,0.146292582154274,elu,tanh,tanh,elu,tanh,256,0.2,,30,uniform,softmax,categorical_crossentropy,0.0001,128,64,128,<class 'keras.optimizers.RMSprop'>,
861,9,1.9466114044189453,0.1526104360818863,1.947370299993552,0.13560454547405243,relu,relu,elu,elu,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,0.0001,64,256,32,<class 'keras.optimizers.SGD'>,
1978,20,1.9456539154052734,0.1526104360818863,1.9516409250920665,0.14963260293006897,elu,elu,tanh,relu,relu,512,0.4,,20,uniform,softmax,categorical_crossentropy,0.0001,64,128,128,<class 'keras.optimizers.SGD'>,
776,13,2.1537070274353027,0.15461847186088562,2.2234497116499132,0.15096861124038696,elu,elu,relu,tanh,elu,512,0.05,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,64,128,128,<class 'keras.optimizers.Adam'>,
361,4,2.034835401787815,0.15461847186088562,2.1150343106759735,0.1923847645521164,elu,relu,tanh,elu,elu,256,0.4,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,128,32,64,<class 'keras.optimizers.Nadam'>,
125,6,2.2134768962860107,0.15461847186088562,2.568500498094476,0.14829659461975098,tanh,tanh,relu,relu,tanh,512,0.2,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,128,64,<class 'keras.optimizers.Nadam'>,
1315,11,2.025693655014038,0.15461847186088562,1.943482448279101,0.21977287530899048,tanh,relu,tanh,tanh,elu,512,0.05,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,128,32,256,<class 'keras.optimizers.Adam'>,
1464,30,1.9452066474171528,0.15461847186088562,1.949899591838987,0.12825651466846466,relu,tanh,tanh,relu,relu,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,0.0001,32,64,128,<class 'keras.optimizers.Nadam'>,
349,4,1.964661717414856,0.15461847186088562,1.9342750408049019,0.21977287530899048,relu,tanh,relu,relu,elu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,64,64,64,<class 'keras.optimizers.Adam'>,
596,13,2.02411275982378,0.15461847186088562,2.137903846417098,0.16032063961029053,elu,tanh,tanh,tanh,tanh,256,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,8.000020000000001,32,128,128,<class 'keras.optimizers.Adam'>,
1290,7,2.0886764526367188,0.15461847186088562,2.148020516575856,0.1877087503671646,elu,elu,tanh,elu,tanh,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,128,32,64,<class 'keras.optimizers.RMSprop'>,
445,6,3.336927925247744,0.15461847186088562,2.997520671339933,0.1676686704158783,tanh,elu,elu,elu,tanh,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,32,64,256,<class 'keras.optimizers.Nadam'>,
488,4,50.00936924884597,0.15461847186088562,66.09559098768011,0.15163660049438477,tanh,tanh,elu,tanh,elu,256,0.05,,20,uniform,softmax,categorical_crossentropy,4.00006,32,32,128,<class 'keras.optimizers.Nadam'>,
1995,7,2.0568681117521233,0.15461847186088562,1.9751295738404961,0.1917167603969574,relu,relu,tanh,elu,elu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,64,128,<class 'keras.optimizers.RMSprop'>,
256,30,1.9463300704956055,0.15461847186088562,1.9474133356619294,0.12491650134325027,relu,relu,tanh,tanh,relu,512,0.45,,30,uniform,softmax,categorical_crossentropy,0.0001,128,32,128,<class 'keras.optimizers.Adam'>,
1830,6,3.391017628482068,0.15461847186088562,3.412223792983917,0.1670006662607193,elu,tanh,relu,tanh,tanh,256,0.05,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,32,64,64,<class 'keras.optimizers.Nadam'>,
1050,3,87.48167419433594,0.15461847186088562,125.54616614413723,0.13560454547405243,elu,tanh,tanh,tanh,relu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,256,256,<class 'keras.optimizers.Adam'>,
1462,8,2.368645668029785,0.15461847186088562,3.036976021930386,0.1416165679693222,relu,tanh,elu,tanh,elu,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,64,128,32,<class 'keras.optimizers.RMSprop'>,
515,7,3.0909578800201416,0.15461847186088562,3.290310531436561,0.16032063961029053,relu,tanh,elu,relu,tanh,512,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,9.000010000000001,32,64,128,<class 'keras.optimizers.RMSprop'>,
1078,9,3.6101953983306885,0.15461847186088562,3.2317005970036896,0.15898463129997253,relu,elu,tanh,elu,tanh,512,0.2,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,32,32,128,<class 'keras.optimizers.Nadam'>,
1780,7,2.8926262855529785,0.15461847186088562,3.736706114802746,0.15364061295986176,relu,relu,elu,tanh,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,8.000020000000001,64,64,64,<class 'keras.optimizers.RMSprop'>,
1970,30,1.9457637267897885,0.15461847186088562,1.9553138733547213,0.15163660049438477,elu,elu,elu,relu,tanh,256,0.45,,30,uniform,softmax,categorical_crossentropy,0.0001,64,32,32,<class 'keras.optimizers.Adam'>,
428,5,11.026382446289062,0.15461847186088562,10.6069752254244,0.14762859046459198,tanh,relu,elu,elu,elu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,32,64,128,<class 'keras.optimizers.Adam'>,
544,4,2.9111176915915618,0.15461847186088562,2.9651946424243447,0.1670006662607193,elu,elu,elu,relu,tanh,256,0.2,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,64,128,<class 'keras.optimizers.RMSprop'>,
1054,11,3.230142593383789,0.15461847186088562,3.111513811982944,0.144956573843956,elu,elu,relu,tanh,elu,512,0.0,,30,normal,softmax,categorical_crossentropy,4.00006,128,256,128,<class 'keras.optimizers.RMSprop'>,
1092,8,2.1557818320860345,0.15461847186088562,2.307365043846543,0.15030060708522797,tanh,relu,elu,tanh,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,128,128,32,<class 'keras.optimizers.Nadam'>,
1189,6,4.498888356618613,0.15461847186088562,3.9914792136661834,0.1649966537952423,tanh,elu,relu,tanh,tanh,256,0.25,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,128,128,<class 'keras.optimizers.Nadam'>,
386,4,2.5614425523214073,0.15461847186088562,2.8580170294087015,0.16098864376544952,elu,tanh,relu,tanh,tanh,256,0.4,,20,normal,softmax,categorical_crossentropy,5.000050000000001,128,128,64,<class 'keras.optimizers.RMSprop'>,
1507,7,2.682645169606649,0.15461847186088562,3.1857156603831647,0.13760854303836823,elu,relu,elu,tanh,elu,256,0.0,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,128,128,256,<class 'keras.optimizers.RMSprop'>,
554,6,3.2323984544439965,0.15461847186088562,4.228517872537067,0.1643286645412445,tanh,tanh,elu,tanh,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,256,<class 'keras.optimizers.RMSprop'>,
790,3,1.9496301412582397,0.15461847186088562,1.9498131713153684,0.13226452469825745,tanh,elu,relu,relu,tanh,512,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,5.000050000000001,32,256,32,<class 'keras.optimizers.Nadam'>,
560,30,1.9457086851319156,0.15461847186088562,1.945520716742348,0.15030060708522797,relu,tanh,relu,elu,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,0.0001,64,32,256,<class 'keras.optimizers.RMSprop'>,
141,4,1.9441454410552979,0.15461847186088562,1.9438563731008158,0.14696058630943298,relu,elu,tanh,elu,relu,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,0.0001,64,256,32,<class 'keras.optimizers.SGD'>,
376,10,2.3521812967507234,0.15461847186088562,2.172718454856592,0.17635270953178406,elu,relu,elu,tanh,elu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,6.00004,32,128,128,<class 'keras.optimizers.RMSprop'>,
563,4,1.9920679330825806,0.15461847186088562,1.930340207172539,0.22044087946414948,relu,relu,tanh,elu,relu,512,0.45,,20,normal,softmax,categorical_crossentropy,5.000050000000001,128,64,32,<class 'keras.optimizers.Adam'>,
370,6,2.0850422382354736,0.15461847186088562,2.3758044247636816,0.1656646579504013,elu,elu,relu,tanh,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,5.000050000000001,64,32,64,<class 'keras.optimizers.Adam'>,
1545,9,3.541165828704834,0.15461847186088562,3.9099503534988473,0.15631262958049774,elu,elu,tanh,elu,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,9.000010000000001,128,256,128,<class 'keras.optimizers.RMSprop'>,
287,5,2.2497973442077637,0.15461847186088562,2.2565758280859205,0.16098864376544952,relu,elu,relu,elu,elu,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,5.000050000000001,64,256,256,<class 'keras.optimizers.RMSprop'>,
34,17,13.79860817093447,0.15461847186088562,13.219812547356268,0.15230460464954376,relu,elu,elu,tanh,relu,256,0.25,,20,uniform,softmax,categorical_crossentropy,4.00006,128,64,256,<class 'keras.optimizers.RMSprop'>,
1618,7,3.2681989669799805,0.15461847186088562,3.177950738984581,0.15965263545513153,relu,relu,tanh,relu,tanh,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,32,128,<class 'keras.optimizers.RMSprop'>,
313,4,2.203302476300772,0.15461847186088562,2.678827061044748,0.1416165679693222,relu,elu,tanh,elu,tanh,256,0.4,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,128,256,<class 'keras.optimizers.RMSprop'>,
980,4,2.6461749996047423,0.15461847186088562,2.945792643165461,0.15430861711502075,elu,relu,tanh,relu,tanh,256,0.4,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,32,256,<class 'keras.optimizers.RMSprop'>,
1269,7,2.0239260962689256,0.15461847186088562,2.328443102145402,0.1649966537952423,tanh,relu,tanh,elu,tanh,256,0.25,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,128,256,<class 'keras.optimizers.Nadam'>,
220,30,1.9433324945020867,0.15461847186088562,1.9464991466952868,0.13827654719352722,tanh,elu,elu,elu,elu,256,0.1,,30,uniform,softmax,categorical_crossentropy,0.0001,32,128,256,<class 'keras.optimizers.Adam'>,
619,12,2.0274709889208937,0.15461847186088562,2.005776950814522,0.1656646579504013,elu,tanh,elu,elu,tanh,256,0.05,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,256,64,<class 'keras.optimizers.Adam'>,
302,9,2.748798131942749,0.15461847186088562,2.883923937658031,0.15898463129997253,relu,tanh,elu,elu,tanh,512,0.4,,20,normal,softmax,categorical_crossentropy,6.00004,64,128,32,<class 'keras.optimizers.RMSprop'>,
1762,9,2.7748661041259766,0.15461847186088562,3.1890930788630074,0.15430861711502075,elu,relu,elu,tanh,tanh,512,0.0,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,128,256,<class 'keras.optimizers.RMSprop'>,
1923,5,4.318502309331932,0.15461847186088562,3.978008991730715,0.15297260880470276,relu,tanh,tanh,relu,tanh,256,0.45,,30,normal,softmax,categorical_crossentropy,8.000020000000001,32,256,64,<class 'keras.optimizers.RMSprop'>,
1876,7,3.2499358654022217,0.15461847186088562,2.9284386013696095,0.17835670709609985,relu,elu,tanh,tanh,relu,512,0.4,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,64,128,<class 'keras.optimizers.Adam'>,
616,7,1.9655905961990356,0.15461847186088562,2.4336147972481523,0.15497662127017975,elu,tanh,tanh,tanh,tanh,512,0.4,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,128,256,<class 'keras.optimizers.RMSprop'>,
1003,9,2.070080041885376,0.15461847186088562,2.0501342901167425,0.18436874449253082,tanh,relu,relu,elu,elu,512,0.1,,20,normal,softmax,categorical_crossentropy,6.00004,64,64,256,<class 'keras.optimizers.Adam'>,
265,30,1.9460656403537735,0.15461847186088562,1.9470842121120446,0.13694055378437042,elu,relu,relu,relu,relu,256,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,0.0001,64,128,64,<class 'keras.optimizers.RMSprop'>,
727,5,3.3482704162597656,0.15461847186088562,2.987853506205475,0.17234468460083008,relu,tanh,tanh,tanh,tanh,512,0.0,,30,normal,softmax,categorical_crossentropy,9.000010000000001,128,64,64,<class 'keras.optimizers.Adam'>,
1576,6,2.2293028831481934,0.15461847186088562,2.5014102149981214,0.15564462542533875,tanh,relu,relu,tanh,tanh,512,0.05,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,64,64,128,<class 'keras.optimizers.RMSprop'>,
3,8,4.225057125091553,0.15461847186088562,2.478737514816926,0.15898463129997253,elu,relu,tanh,tanh,elu,512,0.45,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,128,256,<class 'keras.optimizers.RMSprop'>,
755,4,5.125154709720229,0.15461847186088562,3.9176641233618765,0.13760854303836823,elu,relu,elu,relu,tanh,256,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,8.000020000000001,64,256,256,<class 'keras.optimizers.Nadam'>,
1146,20,1.9419032335281372,0.15461847186088562,1.948469018888378,0.15764863789081573,tanh,tanh,elu,elu,elu,512,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,0.0001,32,128,128,<class 'keras.optimizers.RMSprop'>,
81,7,2.3748158048913184,0.15461847186088562,2.2890258036061137,0.1690046787261963,elu,relu,elu,relu,tanh,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,128,32,<class 'keras.optimizers.RMSprop'>,
209,11,1.99646394894305,0.15461847186088562,1.89446122302321,0.22912491858005524,elu,tanh,elu,elu,elu,256,0.2,,30,normal,softmax,categorical_crossentropy,4.00006,128,128,64,<class 'keras.optimizers.Adam'>,
1659,30,1.9461577613669705,0.15461847186088562,1.9463079423210028,0.15430861711502075,tanh,relu,elu,tanh,relu,256,0.45,,30,uniform,softmax,categorical_crossentropy,0.0001,128,64,32,<class 'keras.optimizers.SGD'>,
235,30,1.9435819554999172,0.15461847186088562,1.9476339160082097,0.12959252297878265,elu,relu,elu,elu,relu,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,0.0001,32,64,32,<class 'keras.optimizers.RMSprop'>,
955,13,4.006660846342523,0.15662650763988495,4.006156776137725,0.1442885845899582,relu,elu,elu,tanh,elu,256,0.0,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,64,32,64,<class 'keras.optimizers.RMSprop'>,
669,6,1.9690200090408325,0.15662650763988495,1.9547907496263126,0.14963260293006897,tanh,elu,relu,tanh,relu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,64,32,64,<class 'keras.optimizers.Adam'>,
501,6,2.4555294513702393,0.15662650763988495,2.538334270119269,0.16232465207576752,tanh,tanh,elu,relu,tanh,512,0.25,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,64,256,<class 'keras.optimizers.RMSprop'>,
1386,6,3.6194260752344705,0.15662650763988495,3.535755505622349,0.14829659461975098,tanh,tanh,tanh,tanh,tanh,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,64,256,64,<class 'keras.optimizers.Nadam'>,
76,5,3.833212406281008,0.15662650763988495,3.5372263096775622,0.17434869706630707,relu,relu,elu,elu,tanh,256,0.0,,20,normal,softmax,categorical_crossentropy,9.000010000000001,128,128,32,<class 'keras.optimizers.RMSprop'>,
503,12,1.9681061506271362,0.15662650763988495,1.971568966198541,0.20106880366802216,elu,relu,tanh,elu,tanh,512,0.0,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,64,256,<class 'keras.optimizers.RMSprop'>,
1384,10,3.0147523880004883,0.15662650763988495,3.721943935236297,0.14963260293006897,tanh,relu,relu,elu,tanh,512,0.45,,30,uniform,softmax,categorical_crossentropy,6.00004,64,32,64,<class 'keras.optimizers.RMSprop'>,
854,3,2.07080340385437,0.15662650763988495,1.9485672893887291,0.20106880366802216,elu,elu,relu,tanh,tanh,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,256,32,<class 'keras.optimizers.Adam'>,
850,4,1.9479074478149414,0.15662650763988495,1.9804745786733124,0.17835670709609985,tanh,tanh,relu,relu,elu,512,0.25,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,256,128,<class 'keras.optimizers.Nadam'>,
1046,7,3.3868770599365234,0.15662650763988495,3.864492180670749,0.14896459877490997,relu,elu,relu,elu,tanh,512,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,9.000010000000001,32,32,64,<class 'keras.optimizers.RMSprop'>,
1722,30,1.9454344511032104,0.15662650763988495,1.9472989042201836,0.13760854303836823,relu,tanh,relu,tanh,relu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,0.0001,128,256,256,<class 'keras.optimizers.Nadam'>,
517,20,1.945386362363057,0.15662650763988495,1.9483641420273918,0.1402805596590042,tanh,relu,relu,elu,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,0.0001,64,128,64,<class 'keras.optimizers.SGD'>,
1479,3,316.1756896972656,0.15662650763988495,177.1901136358818,0.15564462542533875,elu,tanh,tanh,tanh,elu,512,0.2,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,256,<class 'keras.optimizers.Adam'>,
510,7,2.5518054962158203,0.15662650763988495,2.927087301561334,0.15364061295986176,elu,tanh,elu,relu,tanh,512,0.2,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,32,128,128,<class 'keras.optimizers.RMSprop'>,
1048,11,4.37127161026001,0.15662650763988495,3.1803735917460227,0.18102872371673584,elu,relu,elu,tanh,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,8.000020000000001,32,32,128,<class 'keras.optimizers.Nadam'>,
1720,10,1.9569091547923874,0.15662650763988495,1.961783759101837,0.19973279535770416,relu,elu,tanh,tanh,tanh,256,0.0,,20,normal,softmax,categorical_crossentropy,9.000010000000001,32,256,32,<class 'keras.optimizers.Adam'>,
981,11,79.61842291039157,0.15662650763988495,45.10831427972318,0.17768871784210205,tanh,elu,elu,elu,relu,256,0.45,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,128,256,<class 'keras.optimizers.RMSprop'>,
